Herb_id,Herb_Chinese,Herb_Pinyin,Herb_Latin,Herb_English,Properties_Chinese,Properties_English,Meridians_Chinese,Meridians_English,Class_Chinese,Class_English,TCMSP_id,Mol_id,Molecule_name,Molecule_formula,Molecule_weight,PubChem_CID,CAS_id,OB_score,Type,Link_ingredient_id,Herb_Aliases,Molecule_Aliases
367,生姜,Shengjiang,"Zingiberis Rhizoma Recens,Rhizoma Zingiberis Recens",Fresh Ginger,"辛,微温","Pungent,Slightly Warm","肺,脾,胃","Lung,Spleen,Stomach",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,367.0,,,,,,,,,,生姜,
368,十大功劳根,Shidagonglaogen,,Mahoniae Eadix,"寒,苦","Cold,Bitter",,,清热解毒药,Antipyretic Detoxicate Drugs,368.0,,,,,,,,,,十大功劳根,
369,十大功劳叶,Shidagonglaoye,Folium Mahoe,leaf of leatherleaf Mahonia,"苦,寒","Bitter,Cold","肺,肝,肾","Lung,Liver,Kidney",清热解毒药,Antipyretic Detoxicate Drugs,369.0,,,,,,,,,,十大功劳叶,
370,石菖蒲,Shichangpu,"Rhizoma Acori Talarinowii,Acori Tatarinowii Rhizoma",Grassleaf Sweetflag Rhizome,"辛,苦,温","Pungent,Bitter,Warm","心,胃","Heart,Stomach",开窍药,Resuscitative Stimulant; Resuscitative Medicinal,370.0,,,,,,,,,,石菖蒲,
371,石见穿,Shijianchuan,,Salviae Chinensis Herba,"辛,苦,微寒","Pungent,Bitter,Slightly Cold",,,活血祛瘀药,Blood Activating Stasis Removing Drugs,371.0,,,,,,,,,,石见穿,
372,石榴皮,Shiliupi,"Granati Pericarpium,Pericarpium Grati",Pomegrate Rind,"酸,涩,温","Sour,Astringent,Warm",大肠,Large Intestine,收涩药,Astringent Medicinal,372.0,,,,,,,,,,石榴皮,
373,石上柏,Shishangbai,,Selaginella Doederleinii Hieron,"甘,微苦,涩,凉","Sweet,Slightly Bitter,Astringent,Cool",,,清热解毒药,Antipyretic Detoxicate Drugs,373.0,,,,,,,,,,石上柏,
374,石韦,Shiwei,Pyrrosiae Folium,Pyrrosiae Folium,"甘,苦,微寒","Sweet,Bitter,Slightly Cold","肺,膀胱","Lung,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,374.0,,,,,,,,,,石韦,
375,使君子,Shijunzi,"Quisqualis Fructus,Fructus Quisqualis",fruit of Rangooncreeper,"甘,温","Sweet,Warm","脾,胃","Spleen,Stomach",驱虫药,Antiparasitic Drugs,375.0,,,,,,,,,,使君子,
376,柿蒂,Shidi,"Calyx Kaki,Kaki Calyx",calyx and receptacle of a Persimmon,"苦,涩,平","Bitter,Astringent,Calm",胃,Stomach,理气药,Qi Regulating Drugs,376.0,,,,,,,,,,柿蒂,
377,熟地黄,Shudihuang,"Rehmanniae Radix Praeparata,Radix Rehmanniae Preparata",Prepared Rehmannia Root,"甘,微温","Sweet,Slightly Warm","肝,肾","Liver,Kidney",补血药,Blood-Tonifying Medicinal,377.0,,,,,,,,,,熟地黄,
378,鼠曲草,Shuqucao,,Gphalii Affinis Herba,"甘,微酸,平","Sweet,Slightly Sour,Calm",肺,Lung,化痰药,Phlegresolving Medicine,378.0,,,,,,,,,,鼠曲草,
379,水飞蓟,Shuifeiji,Silybi Fructus,Silybum Marianum,"苦,凉","Bitter,Cool","肝,胆","Liver,Gallbladder",清热解毒药,Antipyretic Detoxicate Drugs,379.0,,,,,,,,,,水飞蓟,
382,松花粉,Songhuafen,Pini Pollen,Pine Pollen,"甘,温","Sweet,Warm","肝,脾","Liver,Spleen",收敛止血药,Astringent Hemostatic Medicinal,382.0,,,,,,,,,,松花粉,
383,油松节,Songjie,"Lignum Pini Nodi,Pini Lignum Nodi","Knotty pine wood, Pine nodular branch","苦,辛,温","Bitter,Pungent,Warm","肝,肾","Liver,Kidney",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,383.0,,,,,,,,,,油松节,
384,松子仁,Songziren,,Semen Pini Koraiensis,"甘,温","Sweet,Warm",,,润下药,Laxatives,384.0,,,,,,,,,,松子仁,
385,苏合香,Suhexiang,Styrax,Storax,"辛,温","Pungent,Warm","心,脾","Heart,Spleen",开窍药,Resuscitative Stimulant; Resuscitative Medicinal,385.0,,,,,,,,,,苏合香,
386,酸枣仁,Suanzaoren,"Ziziphi Spinosae Semen,Semen Ziziphi Spinosae",Spine Date Seed,"甘,酸,平","Sweet,Sour,Calm","肝,胆,心","Liver,Gallbladder,Heart",安神药,Tranguilizing Medicinal,386.0,,,,,,,,,,酸枣仁,
387,娑罗子,Suoluozi,"Aesculi Semen,Semen Aesculi",Buckeye Seed,"甘,温","Sweet,Warm","肝,胃","Liver,Stomach",理气药,Qi Regulating Drugs,387.0,,,,,,,,,,娑罗子,
388,太子参,Taizishen,"Radix Pseudostellariae,Pseudostellariae Radix",Heterophylly Falsestarwort Root,"甘,微苦,平","Sweet,Slightly Bitter,Calm","脾,肺","Spleen,Lung",补气药,Qi Reinforcing Drugs,388.0,,,,,,,,,,太子参,
389,檀香,Tanxiang,"Santali Albi Lignum,Lignum Santaii Albi",Sandalwood,"辛,温","Pungent,Warm","脾,胃,心,肺","Spleen,Stomach,Heart,Lung",理气药,Qi Regulating Drugs,389.0,,,,,,,,,,檀香,
390,桃仁,Taoren,"Persicae Semen,Semen Persicae",Peach Seed,"苦,甘,平","Bitter,Sweet,Calm","心,肝,大肠","Heart,Liver,Large Intestine",活血祛瘀药,Blood Activating Stasis Removing Drugs,390.0,,,,,,,,,,桃仁,
391,天冬,Tiandong,"Asparagi Radix,Radix Asparagi",Cochinchinese Asparagus Root,"甘,苦,寒","Sweet,Bitter,Cold","肺,肾","Lung,Kidney",补阴药,Yin-Tonifying Medicinal,391.0,,,,,,,,,,天冬,
392,天花粉,Tianhuafen,"Trichosanthis Radix,Radix Trichosanthis","Trichosanthes root, Skegourd root","甘,微苦,微寒","Sweet,Slightly Bitter,Slightly Cold","肺,胃","Lung,Stomach",清热泻火药,Fire Purging Drugs,392.0,,,,,,,,,,天花粉,
393,天葵子,Tiankuizi,"Radix Semiaquilegiae,Semiaquilegiae Radix",Muskroot-like Semiaquilegia Root,"甘,苦,寒","Sweet,Bitter,Cold","肝,胃","Liver,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,393.0,,,,,,,,,,天葵子,
394,天南星,Tiannanxing,"Rhizoma Arisaematis,Arisaematis Rhizoma",Jackinthepulpit Tuber,"苦,辛,温,有毒","Bitter,Pungent,Warm,Toxic","肺,肝,脾","Lung,Liver,Spleen",化痰药,Phlegresolving Medicine,394.0,,,,,,,,,,天南星,
395,天山雪莲,Tianshanxuelian,Saussureae Involucratae Herba,Saussureae Involucratae Herba,"微苦,温","Slightly Bitter,Warm",,,补阳药,Yang Reinforcing Drugs,395.0,,,,,,,,,,天山雪莲,
396,天仙藤,Tianxianteng,Herba Aristolochiae,Dutchmanspipe Vine,,,,,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,396.0,,,,,,,,,,天仙藤,
397,天仙子,Tianxianzi,"Hyoscyami Semen,Semen Hyoscyami",Henbane Seed,"苦,辛,温,有大毒","Bitter,Pungent,Warm,Extremely Poisonous","心,胃,肝","Heart,Stomach,Liver",止咳平喘药,Antitussive Antiasthmetics,397.0,,,,,,,,,,天仙子,
398,天竺黄,Tianzhuhuang,"Bambusae Concretio Silicea,Concretio Silicea Bambusae",Chinese schinzostachyum Tabasheer,"甘,寒","Sweet,Cold","心,肝","Heart,Liver",化痰药,Phlegresolving Medicine,398.0,,,,,,,,,,天竺黄,
399,甜瓜子,Tianguazi,"Melo Semen,Semen Cucumis",muskmelon seed,"甘,寒","Sweet,Cold","肺,胃,大肠","Lung,Stomach,Large Intestine",化痰药,Phlegresolving Medicine,399.0,,,,,,,,,,甜瓜子,
400,铁丝威灵仙,Tiesiweilingxian,Radix Smilacis,root and rhizome of smilax,"温,辛,咸","Warm,Pungent,Salty",,,祛风湿清热药,Wind-Dampnessdispelling And Heatclearing Medicinal,400.0,,,,,,,,,,铁丝威灵仙,
401,铁线透骨草,Tiexiantougucao,,Herba Clematidis Aethusaefoliae,"辛,咸,温,小毒","Pungent,Salty,Warm,Slightly Toxic",,,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,401.0,,,,,,,,,,铁线透骨草,
402,葶苈子,Tinglizi,"Semen Lepiddi Seu Descurainiae;Semen Lepidii；Semen Descurainiae,Descurainiae Semen Lepidii Semen","Lepidium seed, Descurainia seed","辛,苦,大寒","Pungent,Bitter,Big Chill","肺,膀胱","Lung,Bladder",止咳平喘药,Antitussive Antiasthmetics,402.0,,,,,,,,,,葶苈子,
403,通草,Tongcao,"Medulla Tetrapacis,Tetrapanacis Medulla",puth of Ricepaperplant,"甘,淡,微寒","Sweet,Tasteless,Slightly Cold","肺,胃","Lung,Stomach",利水渗湿药,Diuretic Dampness Excreting Drugs,403.0,,,,,,,,,,通草,
404,土贝母,Tubeimu,"Bolbostemmatis Rhizoma,Rhizoma Bolbostemmae",Paniculate Bolbostemma,"苦,微寒","Bitter,Slightly Cold","肺,脾","Lung,Spleen",化痰药,Phlegresolving Medicine,404.0,,,,,,,,,,土贝母,
405,土茯苓,Tufuling,"Rhizoma Smilacis Glabrae,Smilacis Glabrae Rhizoma",Glabrous Greenbrier Rhizome,"甘,淡,平","Sweet,Tasteless,Calm","肝,胃","Liver,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,405.0,,,,,,,,,,土茯苓,
406,土荆皮,Tujingpi,Pseudolaricis Cortex,Pseudolaricis Cortex,"辛,温,有毒","Pungent,Warm,Toxic","肺,脾","Lung,Spleen",解毒杀虫燥湿止痒药,Medicinal For Detoxification、Parasiticide、Drying Dampness And Relieving Itching,406.0,,,,,,,,,,土荆皮,
407,菟丝子,Tusizi,"Cuscutae Semen,Semen Cuseutae;Semen Cuseutae",Dodder Seed,"辛,甘,平","Pungent,Sweet,Calm","肝,肾,脾","Liver,Kidney,Spleen",补阳药,Yang Reinforcing Drugs,407.0,,,,,,,,,,菟丝子,
408,瓦楞子,Walengzi,"Concha Arcae,Arcae Concha",Arc Shell,"咸,平","Salty,Calm","肺,胃,肝","Lung,Stomach,Liver",化痰药,Phlegresolving Medicine,408.0,,,,,,,,,,瓦楞子,
409,瓦松,Wasong,Orostachyis Fimbriatae Herba,Cotyledon Fimbriata Turcz.,"酸,苦,凉","Sour,Bitter,Cool","肝,肺,脾","Liver,Lung,Spleen",清热凉血药,Heat Clearing Blood Cooling Drugs,409.0,,,,,,,,,,瓦松,
410,王不留行,Wangbuliuxing,"Vaccariae Semen,Semen Vaccariae","Vacarria seed, Cow soapwort seed","苦,平","Bitter,Calm","肝,胃","Liver,Stomach",活血祛瘀药,Blood Activating Stasis Removing Drugs,410.0,,,,,,,,,,王不留行,
411,威灵仙,Weilingxian,"Radix Clematidis,Clematidis Radix Et Rhizoma",Chinese Clematis Root,"辛,咸,温","Pungent,Salty,Warm",膀胱,Bladder,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,411.0,,,,,,,,,,威灵仙,
412,委陵菜,Weilingcai,"Herba Potentillae Chinensis,Potentiliae Chinensis Herba",Chinese Cinquefoil,"苦,寒","Bitter,Cold","肝,大肠","Liver,Large Intestine",清热解毒药,Antipyretic Detoxicate Drugs,412.0,,,,,,,,,,委陵菜,
413,乌敛莓,Wulianmei,,Cayratiae Japonicae Herba,"苦,酸,寒","Bitter,Sour,Cold","心,肝,胃","Heart,Liver,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,413.0,,,,,,,,,,乌敛莓,
414,乌梅,Wumei,"Fructus Mume,Mume Fructus",Smoked Plum,"酸,涩,平","Sour,Astringent,Calm","肝,脾,肺,大肠","Liver,Spleen,Lung,Large Intestine",收涩药,Astringent Medicinal,414.0,,,,,,,,,,乌梅,
415,乌药,Wuyao,"Linderae Radix,Radix Linderae",Combined Spicebush Root,"辛,温","Pungent,Warm","肺,脾,肾,膀胱","Lung,Spleen,Kidney,Bladder",理气药,Qi Regulating Drugs,415.0,,,,,,,,,,乌药,
416,无患子,Wuhuanzi,,Sapindi Mukorossi Semen,"苦,辛,寒,小毒","Bitter,Pungent,Cold,Slightly Toxic",,,化痰药,Phlegresolving Medicine,416.0,,,,,,,,,,无患子,
417,无患子皮,Wuhuanzipi,,Sapindi Mukorossiperic Arpium,"苦,平,小毒","Bitter,Calm,Slightly Toxic",,,化痰药,Phlegresolving Medicine,417.0,,,,,,,,,,无患子皮,
418,吴茱萸,Wuzhuyu,"Euodiae Fructus,Fructus Evodiae",Medicil Evodia Fruit,"辛,苦,热,有小毒","Pungent,Bitter,Hot,Slightly Toxic","肝,脾,胃,肾","Liver,Spleen,Stomach,Kidney",温里药,Warming Interior Drugs,418.0,,,,,,,,,,吴茱萸,
419,梧桐子,Wutongzi,,Semen Firmiae,"甘,平","Sweet,Calm","脾,肺,肾","Spleen,Lung,Kidney",消食药,Digestants,419.0,,,,,,,,,,梧桐子,
420,五倍子,Wubeizi,Galla Chinensis,Chinese Gall,"酸,涩,寒","Sour,Astringent,Cold","肺,大肠,肾","Lung,Large Intestine,Kidney",收涩药,Astringent Medicinal,420.0,,,,,,,,,,五倍子,
421,西河柳,Xiheliu,"Cacumen Tamaricis,Tamaricis Cacumen",Chinese Tamarisk Twig,"甘,辛,平","Sweet,Pungent,Calm","心,肺,胃","Heart,Lung,Stomach",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,421.0,,,,,,,,,,西河柳,
422,西红花,Xihonghua,"Croci Stigma,Stigma Croci",Saffron,"甘,平","Sweet,Calm","心,肝","Heart,Liver",活血祛瘀药,Blood Activating Stasis Removing Drugs,422.0,,,,,,,,,,西红花,
423,西洋参,Xiyangshen,"Panacis Quinquefolii Radix,Radix Pacis Quinquefolii",American Ginseng,"甘,微苦,凉","Sweet,Slightly Bitter,Cool","心,肺,肾","Heart,Lung,Kidney",补气药,Qi Reinforcing Drugs,423.0,,,,,,,,,,西洋参,
424,豨莶草,Xixiancao,Siegesbeckiae Herba,Siegesbeckiae Herba,"辛,苦,寒","Pungent,Bitter,Cold","肝,肾","Liver,Kidney",祛风湿清热药,Wind-Dampnessdispelling And Heatclearing Medicinal,424.0,,,,,,,,,,豨莶草,
425,细辛,Xixin,"Herba Asari,Asari Radix Et Rhizoma",all-grass Manchurian wildginger,"辛,温","Pungent,Warm","心,肺,肾","Heart,Lung,Kidney",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,425.0,,,,,,,,,,细辛,
426,夏枯草,Xiakucao,"Prunellae Spica,Spica Prunellae",fruit -spike of Common Selfheal,"辛,苦,寒","Pungent,Bitter,Cold","肝,胆","Liver,Gallbladder",清热泻火药,Fire Purging Drugs,426.0,,,,,,,,,,夏枯草,
427,夏天无,Xiatianwu,"Corydalis Decumbentis Rhizoma,Rhizoma Corydalis Decumbentis",Decumbent Corydalis Rhizome,"苦,微辛,温","Bitter,Slightly Pungent,Warm",肝,Liver,祛风湿清热药,Wind-Dampnessdispelling And Heatclearing Medicinal,427.0,,,,,,,,,,夏天无,
428,仙鹤草,Xianhecao,"Agrimoniae Herba,Herba Agrimoniae",all - grss of Hairyvein Agrimonia,"苦,涩,平","Bitter,Astringent,Calm","心,肝","Heart,Liver",收敛止血药,Astringent Hemostatic Medicinal,428.0,,,,,,,,,,仙鹤草,
429,仙茅,Xianmao,"Curculiginis Rhizoma,Rhizoma Curculiginis",rhizome of Common Curculigo,"辛,热,有毒","Pungent,Hot,Toxic","肾,肝,脾","Kidney,Liver,Spleen",补阳药,Yang Reinforcing Drugs,429.0,,,,,,,,,,仙茅,
430,仙桃草,Xiantaocao,,Veronicae Peregrie Herba,"甘,微辛,平","Sweet,Slightly Pungent,Calm","肝,胃,肺","Liver,Stomach,Lung",活血祛瘀药,Blood Activating Stasis Removing Drugs,430.0,,,,,,,,,,仙桃草,
431,相思子,Xiangsizi,,Abrus Precatorius L.,"苦,辛,平,大毒","Bitter,Pungent,Calm,Extremely Poisonous",,,清热解毒药,Antipyretic Detoxicate Drugs,431.0,,,,,,,,,,相思子,
432,香附,Xiangfu,"Rhizoma Cyperi,Cyperi Rhizoma",rhizome of Nutgrass Galingale,"辛,微苦,微甘,平","Pungent,Slightly Bitter,Slightly Sweet,Calm","肝,脾,三焦","Liver,Spleen,Triple Energizers",理气药,Qi Regulating Drugs,432.0,,,,,,,,,,香附,
433,香加皮,Xiangjiapi,Periplocae Cortex,Cortex Periplocae Radicis,"辛,苦,温,有毒","Pungent,Bitter,Warm,Toxic","肝,肾,心","Liver,Kidney,Heart",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,433.0,,,,,,,,,,香加皮,
434,香茅,Xiangmao,,Cymbopon Citratus(D C.) Stapf,"甘,辛,温","Sweet,Pungent,Warm",,,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,434.0,,,,,,,,,,香茅,
435,香薷,Xiangru,"Herba Elsholtziae,Moslae Herba",all-grass of Haichow Elsholtzia,"辛,微温","Pungent,Slightly Warm","肺,胃","Lung,Stomach",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,435.0,,,,,,,,,,香薷,
436,香橼,Xiangyuan,Citri Fructus,Citri Fructus,"辛,苦,酸,温","Pungent,Bitter,Sour,Warm","肝,脾,肺","Liver,Spleen,Lung",理气药,Qi Regulating Drugs,436.0,,,,,,,,,,香橼,
437,小茴香,Xiaohuixiang,"Foeniculi Fructus,Fructus Foeniculi",fennel fruit,"辛,温","Pungent,Warm","肝,肾,脾,胃","Liver,Kidney,Spleen,Stomach",温里药,Warming Interior Drugs,437.0,,,,,,,,,,小茴香,
438,小蓟,Xiaoji,"Cirsii Herba,Herba Cirsii;Herba Cirsii Segeti",Field Thistle Herb,"甘,苦,凉","Sweet,Bitter,Cool","心,肝","Heart,Liver",凉血止血药,Blood-Cooling Hemostatic Medicinal,438.0,,,,,,,,,,小蓟,
439,小通草,Xiaotongcao,"Medulla Stachyuri Medulla Helwingiae,Stachyuri Medulla
Helwingiae Medulla",Stachyurus or Japanese Helwingia Pith,"甘,淡,寒","Sweet,Tasteless,Cold","肺,胃","Lung,Stomach",利水渗湿药,Diuretic Dampness Excreting Drugs,439.0,,,,,,,,,,小通草,
440,薤白,Xiebai,"Bulbus Allii Macrostemi,Allii Macrostemonis Bulbus",bulb of longstamen onion,"辛,苦,温","Pungent,Bitter,Warm","心,肺,胃,大肠","Heart,Lung,Stomach,Large Intestine",理气药,Qi Regulating Drugs,440.0,,,,,,,,,,薤白,
441,辛夷,Xinyi,Magnoliae Flos,Magnoliae Flos,"辛,温","Pungent,Warm","肺,胃","Lung,Stomach",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,441.0,,,,,,,,,,辛夷,
442,徐长卿,Xuchangqing,"Cynanchi Paniculati Radix 
Et Rhizoma,Radix Cynchi Paniculati",Paniculate Swallowwort Root,"辛,温","Pungent,Warm","肝,胃","Liver,Stomach",祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,442.0,,,,,,,,,,徐长卿,
443,续断,Xuduan,"Dipsaci Radix,Radix Dipsaci",Himalayan Teasel Root,"苦,辛,微温","Bitter,Pungent,Slightly Warm","肝,肾","Liver,Kidney",补阳药,Yang Reinforcing Drugs,443.0,,,,,,,,,,续断,
444,萱草根,Xuancaogen,,Hemerocallis Radix,"甘,凉,有毒","Sweet,Cool,Toxic","脾,肝,膀胱","Spleen,Liver,Bladder",利水渗湿药,Diuretic Dampness Excreting Drugs,444.0,,,,,,,,,,萱草根,
445,玄参,Xuanshen,"Radix Scrophulariae,Scrophulariae Radix",Figwort Root,"甘,苦,咸,微寒","Sweet,Bitter,Salty,Slightly Cold","肺,胃,肾","Lung,Stomach,Kidney",清热凉血药,Heat Clearing Blood Cooling Drugs,445.0,,,,,,,,,,玄参,
446,旋覆花,Xuanfuhua,"Flos Inulae,Inulae Flos",Inula Flower,"苦,辛,咸,微温","Bitter,Pungent,Salty,Slightly Warm","肺,脾,胃,大肠","Lung,Spleen,Stomach,Large Intestine",化痰药,Phlegresolving Medicine,446.0,,,,,,,,,,旋覆花,
447,寻骨风,Xungufeng,,Rhizoma Seu Herba Aristolochiae Mollissimae,"辛,苦,平","Pungent,Bitter,Calm",肝,Liver,祛风湿散寒药,Wind-Dampnessdispelling And Colddispersing Medicinal,447.0,,,,,,,,,,寻骨风,
448,鸦胆子,Yadanzi,"Bruceae Fructus,Fructus Bruceae",Java Brucea Fruit,"苦,寒,有小毒","Bitter,Cold,Slightly Toxic","大肠,肝","Large Intestine,Liver",清热解毒药,Antipyretic Detoxicate Drugs,448.0,,,,,,,,,,鸦胆子,
449,鸭跖草,Yazhicao,"Herba Commelie,Commelinae Herba",all-grass of Common Dayflower,"甘,淡,寒","Sweet,Tasteless,Cold","肺,胃,小肠","Lung,Stomach,Small Intestine",清热泻火药,Fire Purging Drugs,449.0,,,,,,,,,,鸭跖草,
450,亚麻子,Yamazi,"Lini Semen,Semen Lini",Linseed,"甘,平","Sweet,Calm","肺,肝,大肠","Lung,Liver,Large Intestine",润下药,Laxatives,450.0,,,,,,,,,,亚麻子,
451,延胡索,Yanhusuo,"Rhizoma Corydalis,Corydalis Rhizoma",Corydalis tuber,"温,辛,苦","Warm,Pungent,Bitter","脾,肝,心","Spleen,Liver,Heart",理气药,Qi Regulating Drugs,451.0,,,,,,,,,,延胡索,
452,洋金花,Yangjinhua,"Flos Daturae,Daturae Flos",Datura Flower,"辛,温,有毒","Pungent,Warm,Toxic","肺,肝","Lung,Liver",止咳平喘药,Antitussive Antiasthmetics,452.0,,,,,,,,,,洋金花,
453,野菊花,Yejuhua,"Chrysanthemi Indici Flos,Flos Chrysanthemi Indici",Wild Chrysanthemum Flower,"苦,辛,微寒","Bitter,Pungent,Slightly Cold","肝,心","Liver,Heart",清热解毒药,Antipyretic Detoxicate Drugs,453.0,,,,,,,,,,野菊花,
454,一枝黄花,Yizhihuanghua,Solidaginis Herba,Solidaginis Herba,"辛,苦,凉","Pungent,Bitter,Cool","肺,肝","Lung,Liver",辛凉解表药,Pungent Cool Diaphoretics,454.0,,,,,,,,,,一枝黄花,
455,伊贝母,Yibeimu,"Fritillariae Pallidiflorae Bulbus,Buibus Fritillariae Pallidiflorae",Sinkiang Fritillary Bulb,"苦,甘,微寒","Bitter,Sweet,Slightly Cold","肺,心","Lung,Heart",化痰药,Phlegresolving Medicine,455.0,,,,,,,,,,伊贝母,
456,益母草,Yimucao,"Herba Leonuri,Leonuri Herba",motherwort,"苦,辛,微寒","Bitter,Pungent,Slightly Cold","肝,心包,膀胱","Liver,Pericardium,Bladder",活血祛瘀药,Blood Activating Stasis Removing Drugs,456.0,,,,,,,,,,益母草,
457,益智,Yizhi,Alpiniae Oxyphyllae Fructus,Alpiniae Oxyphyliae Fructus,"辛,温","Pungent,Warm","脾,肾","Spleen,Kidney",补阳药,Yang Reinforcing Drugs,457.0,,,,,,,,,,益智,
458,薏苡仁,Yiyiren,"Semen Coicis,Coicis Semen",seed of Jobstears,"甘,淡,凉","Sweet,Tasteless,Cool","脾,胃,肺","Spleen,Stomach,Lung",利水渗湿药,Diuretic Dampness Excreting Drugs,458.0,,,,,,,,,,薏苡仁,
459,茵陈,Yinchen,"Artemisiae Scopariae Herba,Herba Artemisiae Scopariae",Virgate Wormwood Herb,"苦,辛,微寒","Bitter,Pungent,Slightly Cold","脾,胃,肝,胆","Spleen,Stomach,Liver,Gallbladder",利水渗湿药,Diuretic Dampness Excreting Drugs,459.0,,,,,,,,,,茵陈,
460,银柴胡,Yincha,"Stellariae Radix,Radix Stellariae",Starwort Root,"甘,微寒","Sweet,Slightly Cold","肝,胃","Liver,Stomach",清虚热药,Asthenic Heat Dispelling Drugs,460.0,,,,,,,,,,银柴胡,
461,银杏叶,Yinxingye,Ginkgo Folium,Ginkgo Folium,"甘,苦,涩,平","Sweet,Bitter,Astringent,Calm","心,肺","Heart,Lung",止咳平喘药,Antitussive Antiasthmetics,461.0,,,,,,,,,,银杏叶,
462,淫羊藿,Yinyanghuo,Epimedii Folium,Epimrdii Herba,"辛,甘,温","Pungent,Sweet,Warm","肝,肾","Liver,Kidney",补阳药,Yang Reinforcing Drugs,462.0,,,,,,,,,,淫羊藿,
463,罂粟壳,Yingsuqiao,"Pericarpium Papaveris,Papaveris Pericarpium",poppy capsule,"酸,涩,平,有毒","Sour,Astringent,Calm,Toxic","肺,大肠,肾","Lung,Large Intestine,Kidney",收涩药,Astringent Medicinal,463.0,,,,,,,,,,罂粟壳,
464,余甘子,Yuganzi,"Phyllanthi Fructus,Fructus Phyllanthi",Emblic Leafflower Fruit,"甘,酸,涩,凉","Sweet,Sour,Astringent,Cool","肺,胃","Lung,Stomach",清热解毒药,Antipyretic Detoxicate Drugs,464.0,,,,,,,,,,余甘子,
465,鱼腥草,Yuxingcao,"Herba Houttuyniae,Houttuyniae Herba",all-grass of Heartleaf Houttuynia,"辛,微寒","Pungent,Slightly Cold",肺,Lung,清热解毒药,Antipyretic Detoxicate Drugs,465.0,,,,,,,,,,鱼腥草,
466,禹州漏芦,Yuzhouloulu,"Echinopsis Radix,Radix Echinopsis",Globethistle Root,"苦,寒","Bitter,Cold",胃,Stomach,拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",466.0,,,,,,,,,,禹州漏芦,
467,玉米须,Yumixu,Stigma Maydis,Corn stigma,"甘,淡,平","Sweet,Tasteless,Calm","肾,胃,肝,胆","Kidney,Stomach,Liver,Gallbladder",利水渗湿药,Diuretic Dampness Excreting Drugs,467.0,,,,,,,,,,玉米须,
468,玉竹,Yuzhu,"Polygonati Odorati Rhizoma,Rhizoma Polygoti Odorati",Fragrant Solomonseal Rhizome,"甘,微寒","Sweet,Slightly Cold","肺,胃","Lung,Stomach",补阴药,Yin-Tonifying Medicinal,468.0,,,,,,,,,,玉竹,
469,郁金,Yujin,"Curcumae Radix,Radix Curcumae",Tuber - root of Common Turmeric,"辛,苦,寒","Pungent,Bitter,Cold","肝,心,肺","Liver,Heart,Lung",活血祛瘀药,Blood Activating Stasis Removing Drugs,469.0,,,,,,,,,,郁金,
470,郁李仁,Yuliren,"Semen Pruni,Pruni Semen",Chinese Dwarf Cherry Seed,"辛,苦,甘,平","Pungent,Bitter,Sweet,Calm","脾,大肠,小肠","Spleen,Large Intestine,Small Intestine",润下药,Laxatives,470.0,,,,,,,,,,郁李仁,
471,预知子,Yuzhizi,"Fructus Akebiae,Akebiae Fructus",Akebia Fruit,"苦,寒","Bitter,Cold","肝,胆,胃,膀胱","Liver,Gallbladder,Stomach,Bladder",理气药,Qi Regulating Drugs,471.0,,,,,,,,,,预知子,
472,芫花,Yuanhua,"Genkwa Flos,Flos Genkwa",flower bud of Lilac Daphne,"苦,辛,温,有毒","Bitter,Pungent,Warm,Toxic","肺,脾,肾","Lung,Spleen,Kidney",通水药,Drastic Purgatives,472.0,,,,,,,,,,芫花,
473,芫荽,Yuansui,,Coriandri Sativi Herba,"辛,温","Pungent,Warm","肺,脾,肝","Lung,Spleen,Liver",辛温解表药,Pungent-Warm Exterior-Releasing Medicinal,473.0,,,,,,,,,,芫荽,
474,月季花,Yuejihua,"Flos Rosae Chinensis,Rosae Chinensis Flos",Chinese rose flower,"甘,温","Sweet,Warm",肝,Liver,活血祛瘀药,Blood Activating Stasis Removing Drugs,474.0,,,,,,,,,,月季花,
475,云芝,Yunzhi,"Polysaccharidum Versicolor,Coriolus",Coriolus versicolor,"甘,平","Sweet,Calm","心,脾,肝,肾","Heart,Spleen,Liver,Kidney",拔毒化腐生肌药,"External Medicinal (Draw Out Toxin, Resolve Putridity)",475.0,,,,,,,,,,云芝,
